"","numer_sta","date","pmer","tend","cod_tend","dd","ff","t","td","u","vv","ww","w1","w2","n","nbas","hbas","cl","cm","ch","pres","niv_bar","geop","tend24","tn12","tn24","tx12","tx24","tminsol","sw","tw","raf10","rafper","per","etat_sol","ht_neige","ssfrai","perssfrai","rr1","rr3","rr6","rr12","rr24","phenspe1","phenspe2","phenspe3","phenspe4","nnuage1","ctype1","hnuage1","nnuage2","ctype2","hnuage2","nnuage3","ctype3","hnuage3","nnuage4","ctype4","hnuage4","X"
"23778",7149,20160822090000,"102790","70","3","200","2.800000","295.050000","286.150000","57","54970","2","0","0","0","0","mq","30","20","10","101730","mq","mq","680","mq","mq","mq","mq","mq","mq","mq","4.300000","5.100000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.600000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"23835",7149,20160822120000,"102710","-70","8","230","3.700000","298.350000","285.250000","44","33440","2","0","0","10","1","4000","30","23","10","101660","mq","mq","460","mq","mq","mq","mq","mq","mq","mq","6.200000","8.400000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.600000","mq","mq","mq","mq","1","3","4000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"23891",7149,20160822150000,"102610","-80","8","210","3.200000","301.250000","286.350000","40","38490","2","0","0","0","0","mq","30","20","10","101580","mq","mq","300","mq","mq","mq","mq","mq","mq","mq","5.600000","7.000000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"23947",7149,20160822180000,"102580","-40","6","220","1.900000","299.550000","285.950000","43","40000","2","0","0","0","0","mq","30","20","10","101540","mq","mq","190","288.650000","mq","301.650000","mq","mq","mq","mq","3.300000","4.400000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"24005",7149,20160822210000,"102610","10","3","170","1.000000","294.550000","286.950000","62","40000","2","0","0","0","0","mq","30","20","10","101550","mq","mq","40","mq","mq","mq","mq","mq","mq","mq","1.800000","1.800000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"24063",7149,2.0160823e+13,"102570","-40","7","180","0.500000","292.450000","287.250000","72","40000","2","0","0","0","0","mq","30","20","10","101510","mq","mq","-60","mq","mq","mq","mq","mq","mq","mq","1.300000","2.200000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"24120",7149,20160823030000,"102550","-30","7","90","1.200000","290.050000","286.950000","82","59630","2","0","0","0","0","mq","30","20","10","101480","mq","mq","-80","mq","mq","mq","mq","mq","mq","mq","1.600000","1.600000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"24177",7149,20160823060000,"102570","20","3","0","0.000000","291.450000","287.350000","77","40000","2","0","0","0","0","mq","30","20","10","101500","mq","mq","-160","289.050000","mq","299.550000","mq","mq","mq","mq","0.800000","1.100000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"24234",7149,20160823090000,"102510","-30","8","130","3.500000","298.050000","287.850000","53","47070","2","0","0","0","0","mq","30","20","10","101470","mq","mq","-260","mq","mq","mq","mq","mq","mq","mq","5.400000","5.500000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"24290",7149,20160823120000,"102320","-180","8","120","4.600000","302.550000","288.250000","42","40000","2","0","0","0","0","mq","30","20","10","101290","mq","mq","-370","mq","mq","mq","mq","mq","mq","mq","7.000000","7.700000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"24348",7149,20160823150000,"102120","-190","8","120","4.200000","304.950000","288.850000","38","40000","2","0","0","0","0","mq","30","20","10","101100","mq","mq","-480","mq","mq","mq","mq","mq","mq","mq","6.500000","9.000000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"24407",7149,20160823180000,"102010","-110","7","120","3.000000","303.150000","289.250000","43","40000","2","0","0","0","0","mq","30","20","10","100990","mq","mq","-550","291.550000","mq","305.150000","mq","mq","mq","mq","5.700000","6.900000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"24466",7149,20160823210000,"102040","10","0","90","2.200000","298.150000","289.350000","58","59810","2","0","0","0","0","mq","30","20","10","101000","mq","mq","-550","mq","mq","mq","mq","mq","mq","mq","2.700000","5.000000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"24524",7149,2.0160824e+13,"102030","-20","8","110","0.700000","294.250000","289.250000","73","40000","2","0","0","0","0","mq","30","20","10","100980","mq","mq","-530","mq","mq","mq","mq","mq","mq","mq","1.200000","1.300000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"24582",7149,20160824030000,"101930","-100","8","140","0.900000","293.150000","288.950000","77","40000","2","0","0","0","0","mq","30","20","10","100880","mq","mq","-600","mq","mq","mq","mq","mq","mq","mq","2.100000","2.700000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"24640",7149,20160824060000,"101990","60","3","60","1.000000","293.350000","289.550000","79","40000","2","0","0","0","0","mq","30","20","10","100940","mq","mq","-560","290.750000","mq","303.050000","mq","mq","mq","mq","1.300000","1.400000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"24697",7149,20160824090000,"101930","-40","8","130","2.500000","299.850000","291.150000","59","39380","2","0","0","0","0","mq","30","20","10","100900","mq","mq","-570","mq","mq","mq","mq","mq","mq","mq","3.800000","3.900000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"24755",7149,20160824120000,"101760","-150","8","110","3.500000","306.150000","290.350000","39","40000","2","0","0","0","0","mq","30","20","10","100750","mq","mq","-540","mq","mq","mq","mq","mq","mq","mq","5.300000","5.300000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"24813",7149,20160824150000,"101630","-120","7","120","2.500000","308.350000","288.650000","31","40000","2","0","0","0","0","mq","30","20","10","100630","mq","mq","-470","mq","mq","mq","mq","mq","mq","mq","4.300000","4.900000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"24871",7149,20160824180000,"101570","-70","7","110","1.400000","306.350000","289.650000","37","39670","2","0","0","10","0","9000","30","20","11","100560","mq","mq","-430","293.350000","mq","308.850000","mq","mq","mq","mq","2.300000","2.900000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","1","0","9000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"24927",7149,20160824210000,"101610","20","3","90","1.200000","300.550000","288.250000","47","59110","2","0","0","10","0","9000","30","20","11","100580","mq","mq","-420","mq","mq","mq","mq","mq","mq","mq","2.000000","2.000000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","1","0","9000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"24984",7149,2.0160825e+13,"101560","-60","8","0","0.000000","296.250000","288.350000","61","40000","1","0","0","0","0","mq","30","20","10","100520","mq","mq","-460","mq","mq","mq","mq","mq","mq","mq","0.000000","1.000000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"25041",7149,20160825030000,"101520","-50","7","0","0.000000","292.750000","289.050000","79","40000","1","0","0","0","0","mq","30","20","10","100470","mq","mq","-410","mq","mq","mq","mq","mq","mq","mq","0.500000","1.900000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"25099",7149,20160825060000,"101530","10","3","120","1.400000","293.750000","289.750000","78","53740","3","0","0","10","1","4000","30","23","10","100480","mq","mq","-460","291.550000","mq","306.250000","mq","mq","mq","mq","1.800000","1.800000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","1","3","4000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"25155",7149,20160825090000,"101530","30","1","180","2.200000","300.450000","291.450000","58","40000","1","0","0","0","0","mq","30","20","10","100510","mq","mq","-390","mq","mq","mq","mq","mq","mq","mq","3.900000","4.500000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"25212",7149,20160825120000,"101420","-90","6","190","2.700000","306.350000","291.750000","42","44980","2","0","0","10","0","8000","30","20","11","100420","mq","mq","-330","mq","mq","mq","mq","mq","mq","mq","5.000000","5.000000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","1","0","8000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"25269",7149,20160825150000,"101300","-120","6","210","1.800000","308.850000","289.150000","31","53860","0","0","0","mq","1","250","mq","mq","mq","100300","mq","mq","-330","mq","mq","mq","mq","mq","mq","mq","4.600000","6.200000","-10","0","0.000000","mq","mq","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","1","mq","240","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"25324",7149,20160825180000,"101240","-60","5","250","2.100000","305.650000","289.450000","38","40000","2","0","0","10","1","2600","30","23","11","100240","mq","mq","-320","293.850000","mq","309.750000","mq","mq","mq","mq","3.100000","4.100000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","1","3","2600","1","0","8000","mq","mq","mq","mq","mq","mq",NA
"25382",7149,20160825210000,"101340","70","3","250","1.600000","299.150000","290.550000","59","37300","2","0","0","10","0","8000","30","20","11","100310","mq","mq","-270","mq","mq","mq","mq","mq","mq","mq","2.000000","2.900000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","1","0","8000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"25440",7149,2.0160826e+13,"101400","50","1","230","0.700000","296.250000","291.350000","74","40000","2","0","0","10","0","8000","30","20","11","100360","mq","mq","-160","mq","mq","mq","mq","mq","mq","mq","1.500000","1.500000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","1","0","8000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"25499",7149,20160826030000,"101440","30","3","250","1.200000","293.750000","291.150000","85","30000","1","0","0","0","0","mq","30","20","10","100390","mq","mq","-80","mq","mq","mq","mq","mq","mq","mq","1.700000","1.800000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"25556",7149,20160826060000,"101550","120","3","290","0.800000","294.650000","291.450000","82","30000","2","0","0","10","0","8000","30","20","11","100510","mq","mq","30","292.850000","mq","305.550000","mq","mq","mq","mq","1.200000","1.400000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","1","0","8000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"25614",7149,20160826090000,"101630","90","2","30","2.800000","299.850000","291.950000","62","30000","2","0","0","0","0","mq","30","20","10","100600","mq","mq","90","mq","mq","mq","mq","mq","mq","mq","4.500000","6.200000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"25673",7149,20160826120000,"101600","-10","5","160","1.200000","305.250000","291.050000","43","19820","2","0","0","10","0","8000","30","20","11","100590","mq","mq","170","mq","mq","mq","mq","mq","mq","mq","2.800000","3.000000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","1","0","8000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"25731",7149,20160826150000,"101530","-60","8","40","1.500000","306.550000","291.150000","40","33220","3","0","0","40","0","8000","30","20","11","100530","mq","mq","230","mq","mq","mq","mq","mq","mq","mq","3.000000","6.400000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","3","0","8000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"25787",7149,20160826180000,"101520","-20","5","340","2.000000","303.950000","291.350000","47","25000","1","2","2","75","0","8000","30","20","11","100510","mq","mq","270","294.750000","mq","307.150000","mq","mq","mq","mq","3.000000","4.200000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","6","0","8000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"25847",7149,20160826210000,"101630","90","2","10","4.500000","300.150000","292.250000","62","25000","2","0","0","40","0","8000","30","20","11","100600","mq","mq","290","mq","mq","mq","mq","mq","mq","mq","6.300000","6.300000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","3","0","8000","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"25905",7149,2.0160827e+13,"101650","10","0","20","2.800000","296.450000","292.650000","79","25000","1","0","0","0","0","mq","30","20","10","100610","mq","mq","250","mq","mq","mq","mq","mq","mq","mq","4.300000","6.300000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"25963",7149,20160827030000,"101560","-90","8","30","2.000000","294.450000","292.350000","88","10000","3","0","0","40","0","6800","30","20","12","100520","mq","mq","130","mq","mq","mq","mq","mq","mq","mq","3.300000","3.300000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","3","0","6800","mq","mq","mq","mq","mq","mq","mq","mq","mq",NA
"26022",7149,20160827060000,"101590","20","3","90","0.800000","294.150000","292.450000","90","8000","3","1","1","60","2","3000","30","23","12","100540","mq","mq","30","292.150000","mq","303.850000","mq","mq","mq","mq","1.200000","1.400000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","2","3","3000","5","0","6800","mq","mq","mq","mq","mq","mq",NA
"26081",7149,20160827090000,"101640","70","3","190","2.000000","299.250000","292.850000","68","12000","17","9","2","75","4","4000","30","28","12","100610","mq","mq","10","mq","mq","mq","mq","mq","mq","mq","3.100000","3.600000","-10","0","0.000000","0.000000","-30","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","4","3","4000","5","0","6800","mq","mq","mq","mq","mq","mq",NA
"26141",7149,20160827120000,"101530","-90","8","230","2.700000","304.950000","293.250000","50","11700","1","1","1","50","2","3000","30","28","12","100520","mq","mq","-70","mq","mq","mq","mq","mq","mq","mq","8.300000","8.300000","-10","0","0.000000","0.000000","-60","0.000000","0.000000","0.000000","0.000000","0.000000","mq","mq","mq","mq","2","3","3000","4","0","7000","mq","mq","mq","mq","mq","mq",NA
